ID,TARGET_DATE,TARGET
18691,2021-08-31,0.7
18692,2021-08-31,0.6
18713,2021-08-31,0.6
18796,2021-08-31,0.7
18847,2021-08-31,0.5
18864,2021-08-31,0.6
19029,2021-08-31,0.7
19067,2021-08-31,0.6
19457,2021-08-31,0.5
19521,2021-08-31,0.6
19581,2021-08-31,0.5
19608,2021-08-31,0.6
19721,2021-08-31,0.5
417,2021-09-01,0.6
529,2021-09-01,0.5
550,2021-09-01,0.3
729,2021-09-01,0.5
843,2021-09-01,0.5
871,2021-09-01,0.5
1615,2021-09-01,0.5
1622,2021-09-01,0.4
1628,2021-09-01,0.7
1646,2021-09-01,0.5
1920,2021-09-01,0.6
2231,2021-09-01,0.3
2331,2021-09-01,0.6
2473,2021-09-01,0.4
2617,2021-09-01,0.8
2688,2021-09-01,0.5
2705,2021-09-01,0.5
2786,2021-09-01,0.7
3300,2021-09-01,0.5
3480,2021-09-01,0.7
3493,2021-09-01,0.5
4425,2021-09-01,0.7
4490,2021-09-01,0.6
4736,2021-09-01,0.6
4772,2021-09-01,0.6
4807,2021-09-01,0.5
4810,2021-09-01,0.5
4816,2021-09-01,0.4
5002,2021-09-01,0.6
5085,2021-09-01,0.5
5100,2021-09-01,0.4
5337,2021-09-01,0.4
5723,2021-09-01,0.7
5938,2021-09-01,0.5
6035,2021-09-01,0.8
6228,2021-09-01,0.5
6792,2021-09-01,0.7
6931,2021-09-01,0.6
7057,2021-09-01,0.4
7139,2021-09-01,0.5
7145,2021-09-01,0.8
7379,2021-09-01,0.8
7775,2021-09-01,0.4
7962,2021-09-01,0.4
7996,2021-09-01,0.9
8241,2021-09-01,0.8
8256,2021-09-01,0.5
8751,2021-09-01,0.3
9160,2021-09-01,0.8
9443,2021-09-01,0.6
9626,2021-09-01,0.7
9830,2021-09-01,0.5
9840,2021-09-01,0.8
9969,2021-09-01,0.6
10044,2021-09-01,0.4
10104,2021-09-01,0.5
10208,2021-09-01,0.5
10265,2021-09-01,0.4
10506,2021-09-01,0.4
10585,2021-09-01,0.6
10710,2021-09-01,0.3
11152,2021-09-01,0.8
11190,2021-09-01,0.5
11218,2021-09-01,0.5
11526,2021-09-01,0.5
11782,2021-09-01,0.8
11979,2021-09-01,0.6
12408,2021-09-01,0.8
12450,2021-09-01,0.5
12503,2021-09-01,0.5
12618,2021-09-01,0.3
12709,2021-09-01,0.5
12924,2021-09-01,0.6
13009,2021-09-01,0.4
13047,2021-09-01,0.7
13126,2021-09-01,0.6
13265,2021-09-01,0.4
13526,2021-09-01,0.6
13897,2021-09-01,0.5
14002,2021-09-01,0.6
14586,2021-09-01,0.6
14716,2021-09-01,0.5
14801,2021-09-01,0.5
14847,2021-09-01,0.5
14854,2021-09-01,0.5
15068,2021-09-01,0.6
15205,2021-09-01,0.5
15242,2021-09-01,0.8
15385,2021-09-01,0.5
15643,2021-09-01,0.3
15794,2021-09-01,0.8
15916,2021-09-01,0.5
15918,2021-09-01,0.5
15940,2021-09-01,0.6
16025,2021-09-01,0.6
16124,2021-09-01,0.5
16397,2021-09-01,0.5
16418,2021-09-01,0.5
16869,2021-09-01,0.7
17193,2021-09-01,0.9
17210,2021-09-01,0.5
17463,2021-09-01,0.5
17524,2021-09-01,0.6
17530,2021-09-01,0.6
17624,2021-09-01,0.9
17654,2021-09-01,0.6
17727,2021-09-01,0.5
17921,2021-09-01,0.6
18069,2021-09-01,0.8
18086,2021-09-01,0.6
18198,2021-09-01,0.6
18351,2021-09-01,0.5
18693,2021-09-01,0.7
18847,2021-09-01,0.6
18864,2021-09-01,0.4
18914,2021-09-01,0.7
19021,2021-09-01,0.9
19029,2021-09-01,0.8
19067,2021-09-01,0.6
19090,2021-09-01,0.6
19150,2021-09-01,0.7
19236,2021-09-01,0.6
19723,2021-09-01,0.6
19733,2021-09-01,0.6
19780,2021-09-01,0.4
19857,2021-09-01,0.5
19928,2021-09-01,0.5
152,2021-09-02,0.6
550,2021-09-02,0.4
762,2021-09-02,0.5
843,2021-09-02,0.4
891,2021-09-02,0.5
968,2021-09-02,0.4
1132,2021-09-02,0.4
1617,2021-09-02,0.5
1782,2021-09-02,0.6
1950,2021-09-02,0.4
2001,2021-09-02,0.6
2040,2021-09-02,0.7
2231,2021-09-02,0.5
2592,2021-09-02,0.4
3493,2021-09-02,0.5
3629,2021-09-02,0.7
4441,2021-09-02,0.0
4564,2021-09-02,0.3
4602,2021-09-02,0.4
5085,2021-09-02,0.6
5337,2021-09-02,0.5
5952,2021-09-02,0.5
6016,2021-09-02,0.5
6245,2021-09-02,0.5
6331,2021-09-02,0.4
7014,2021-09-02,0.4
7053,2021-09-02,0.4
7057,2021-09-02,0.5
7145,2021-09-02,0.9
7687,2021-09-02,0.6
7691,2021-09-02,0.4
7799,2021-09-02,0.5
7900,2021-09-02,0.4
8295,2021-09-02,0.4
8601,2021-09-02,0.4
9044,2021-09-02,0.9
9160,2021-09-02,0.8
9467,2021-09-02,0.5
9524,2021-09-02,0.4
9590,2021-09-02,0.5
10264,2021-09-02,0.4
10468,2021-09-02,0.4
10965,2021-09-02,0.3
11064,2021-09-02,0.6
11154,2021-09-02,0.7
11197,2021-09-02,0.8
11324,2021-09-02,0.4
11489,2021-09-02,0.5
11762,2021-09-02,0.5
13169,2021-09-02,0.5
13291,2021-09-02,0.4
13673,2021-09-02,0.5
14259,2021-09-02,0.7
14339,2021-09-02,0.4
14611,2021-09-02,0.5
14658,2021-09-02,0.9
14670,2021-09-02,0.4
14948,2021-09-02,0.5
15274,2021-09-02,0.3
15643,2021-09-02,0.5
16418,2021-09-02,0.6
16768,2021-09-02,0.5
16885,2021-09-02,0.9
17328,2021-09-02,0.5
17400,2021-09-02,0.5
17805,2021-09-02,0.4
17858,2021-09-02,0.4
17967,2021-09-02,0.4
18304,2021-09-02,0.7
18492,2021-09-02,0.5
18993,2021-09-02,0.3
19029,2021-09-02,0.8
19425,2021-09-02,0.4
19581,2021-09-02,0.5
19615,2021-09-02,0.5
19895,2021-09-02,0.5
19928,2021-09-02,0.4
550,2021-09-03,0.4
660,2021-09-03,0.5
1038,2021-09-03,0.4
1091,2021-09-03,0.5
1151,2021-09-03,0.6
1229,2021-09-03,0.4
1605,2021-09-03,0.4
1782,2021-09-03,0.6
2026,2021-09-03,0.5
2107,2021-09-03,0.4
2835,2021-09-03,0.4
2874,2021-09-03,0.5
3132,2021-09-03,0.4
3263,2021-09-03,0.8
3306,2021-09-03,0.8
3525,2021-09-03,0.4
3837,2021-09-03,0.7
3927,2021-09-03,0.4
4165,2021-09-03,0.6
4237,2021-09-03,0.5
4602,2021-09-03,0.4
4650,2021-09-03,0.5
4720,2021-09-03,0.5
4780,2021-09-03,0.5
4818,2021-09-03,0.4
4865,2021-09-03,0.5
5288,2021-09-03,0.4
6004,2021-09-03,0.4
6129,2021-09-03,0.9
6963,2021-09-03,0.9
7341,2021-09-03,0.4
7775,2021-09-03,0.6
8056,2021-09-03,0.3
8088,2021-09-03,0.5
8256,2021-09-03,0.6
8895,2021-09-03,0.5
8904,2021-09-03,0.5
9224,2021-09-03,0.4
9720,2021-09-03,0.5
9914,2021-09-03,0.3
10247,2021-09-03,0.5
10500,2021-09-03,0.4
11137,2021-09-03,0.5
11577,2021-09-03,0.4
11648,2021-09-03,0.5
12047,2021-09-03,0.4
12580,2021-09-03,0.4
12618,2021-09-03,0.3
12701,2021-09-03,0.3
12745,2021-09-03,0.5
13345,2021-09-03,0.4
15010,2021-09-03,1828.5
15512,2021-09-03,0.4
15863,2021-09-03,0.2
15901,2021-09-03,0.7
16768,2021-09-03,0.5
17702,2021-09-03,0.4
18322,2021-09-03,0.6
18369,2021-09-03,0.4
18434,2021-09-03,0.5
18828,2021-09-03,0.3
19029,2021-09-03,0.9
19517,2021-09-03,0.3
19545,2021-09-03,0.5
19653,2021-09-03,0.7
1091,2021-09-04,0.6
1145,2021-09-04,0.4
1344,2021-09-04,0.5
1457,2021-09-04,0.6
1931,2021-09-04,0.8
2750,2021-09-04,0.5
4289,2021-09-04,0.4
4764,2021-09-04,0.6
4865,2021-09-04,0.5
4976,2021-09-04,0.8
4986,2021-09-04,0.7
5129,2021-09-04,0.5
5288,2021-09-04,0.5
6097,2021-09-04,0.5
7145,2021-09-04,0.9
8433,2021-09-04,0.3
9160,2021-09-04,0.9
9418,2021-09-04,0.5
10214,2021-09-04,0.3
10707,2021-09-04,0.6
11324,2021-09-04,0.5
12424,2021-09-04,0.5
12618,2021-09-04,0.5
12682,2021-09-04,0.5
13169,2021-09-04,0.5
13643,2021-09-04,0.6
14511,2021-09-04,0.5
14604,2021-09-04,0.4
14824,2021-09-04,0.6
14883,2021-09-04,0.3
15731,2021-09-04,0.6
17026,2021-09-04,0.5
17155,2021-09-04,0.3
17948,2021-09-04,0.4
18818,2021-09-04,0.7
18951,2021-09-04,0.4
19029,2021-09-04,0.9
19281,2021-09-04,0.5
19537,2021-09-04,0.5
19954,2021-09-04,0.4
54,2021-09-05,0.1
228,2021-09-05,0.3
315,2021-09-05,0.1
417,2021-09-05,0.7
1118,2021-09-05,0.4
2070,2021-09-05,0.5
2324,2021-09-05,0.3
2544,2021-09-05,0.6
3044,2021-09-05,0.8
3158,2021-09-05,0.5
3955,2021-09-05,0.4
4160,2021-09-05,0.6
4673,2021-09-05,0.5
5595,2021-09-05,0.6
5852,2021-09-05,0.4
6066,2021-09-05,0.3
6136,2021-09-05,0.3
6218,2021-09-05,0.4
6586,2021-09-05,0.6
6766,2021-09-05,0.4
6774,2021-09-05,0.2
7076,2021-09-05,0.5
7082,2021-09-05,0.3
7145,2021-09-05,0.9
7219,2021-09-05,0.4
7267,2021-09-05,0.5
7506,2021-09-05,0.2
8006,2021-09-05,0.6
8145,2021-09-05,0.5
8225,2021-09-05,0.4
8433,2021-09-05,0.6
8520,2021-09-05,0.3
8682,2021-09-05,0.3
9002,2021-09-05,0.4
9160,2021-09-05,0.9
9409,2021-09-05,0.6
9914,2021-09-05,0.3
10117,2021-09-05,0.4
10214,2021-09-05,0.3
11499,2021-09-05,0.7
12504,2021-09-05,0.5
13304,2021-09-05,0.3
14030,2021-09-05,0.4
14591,2021-09-05,0.5
14852,2021-09-05,0.6
14883,2021-09-05,0.3
15010,2021-09-05,0.3
15049,2021-09-05,0.8
15310,2021-09-05,0.4
15872,2021-09-05,0.3
15916,2021-09-05,0.3
16091,2021-09-05,0.4
17080,2021-09-05,0.4
17155,2021-09-05,0.4
17258,2021-09-05,0.6
17304,2021-09-05,0.4
17360,2021-09-05,0.6
17702,2021-09-05,0.6
18214,2021-09-05,0.3
18573,2021-09-05,0.5
18761,2021-09-05,0.5
19100,2021-09-05,0.6
54,2021-09-06,0.4
278,2021-09-06,0.5
1086,2021-09-06,0.8
1233,2021-09-06,0.5
1341,2021-09-06,0.9
1613,2021-09-06,0.4
2452,2021-09-06,0.5
2473,2021-09-06,0.4
3295,2021-09-06,0.6
4201,2021-09-06,0.5
4289,2021-09-06,0.4
4650,2021-09-06,0.7
6039,2021-09-06,0.5
6085,2021-09-06,0.5
6697,2021-09-06,0.5
6799,2021-09-06,0.5
6842,2021-09-06,0.4
7150,2021-09-06,0.5
7484,2021-09-06,0.4
7811,2021-09-06,0.5
8166,2021-09-06,0.4
9160,2021-09-06,0.9
9273,2021-09-06,0.4
9867,2021-09-06,0.5
10265,2021-09-06,0.4
11538,2021-09-06,0.4
11760,2021-09-06,0.4
11823,2021-09-06,0.9
11946,2021-09-06,0.4
12102,2021-09-06,0.5
12347,2021-09-06,0.4
12396,2021-09-06,0.3
13687,2021-09-06,0.5
14725,2021-09-06,0.5
15323,2021-09-06,0.4
16224,2021-09-06,0.6
16868,2021-09-06,0.9
16952,2021-09-06,0.5
17800,2021-09-06,1.0
17817,2021-09-06,0.9
19029,2021-09-06,0.9
19340,2021-09-06,0.5
19517,2021-09-06,0.4
19909,2021-09-06,0.7
19954,2021-09-06,0.5
1150,2021-09-07,0.9
1803,2021-09-07,0.5
2190,2021-09-07,0.4
4816,2021-09-07,0.4
4831,2021-09-07,0.8
5368,2021-09-07,0.7
6107,2021-09-07,0.5
7145,2021-09-07,0.9
7956,2021-09-07,0.6
8815,2021-09-07,0.9
9160,2021-09-07,0.9
9914,2021-09-07,0.3
11307,2021-09-07,0.4
11386,2021-09-07,0.5
11577,2021-09-07,0.5
11624,2021-09-07,0.5
12396,2021-09-07,0.4
12761,2021-09-07,0.4
13549,2021-09-07,0.5
13744,2021-09-07,0.4
13869,2021-09-07,0.4
14035,2021-09-07,0.5
14389,2021-09-07,0.5
14550,2021-09-07,0.0
15444,2021-09-07,0.4
15872,2021-09-07,0.4
16699,2021-09-07,0.4
18210,2021-09-07,0.4
19678,2021-09-07,0.5
730,2021-09-08,0.4
1118,2021-09-08,0.2
1132,2021-09-08,0.3
1622,2021-09-08,0.3
2639,2021-09-08,0.4
4153,2021-09-08,0.8
4287,2021-09-08,0.5
4992,2021-09-08,0.8
5129,2021-09-08,0.5
5907,2021-09-08,0.5
6598,2021-09-08,0.4
7145,2021-09-08,0.9
7257,2021-09-08,0.5
8508,2021-09-08,0.3
9160,2021-09-08,0.9
9616,2021-09-08,0.4
11127,2021-09-08,0.3
11603,2021-09-08,0.8
12476,2021-09-08,0.3
12509,2021-09-08,0.2
12631,2021-09-08,0.4
12999,2021-09-08,0.3
13250,2021-09-08,0.4
13304,2021-09-08,0.4
14030,2021-09-08,0.5
14550,2021-09-08,0.2
14659,2021-09-08,0.4
15313,2021-09-08,0.4
16933,2021-09-08,0.4
18455,2021-09-08,0.6
18994,2021-09-08,0.6
19029,2021-09-08,0.9
19081,2021-09-08,0.4
161,2021-09-09,0.7
2168,2021-09-09,0.6
2190,2021-09-09,0.4
2452,2021-09-09,0.3
2837,2021-09-09,0.1
3572,2021-09-09,0.3
3680,2021-09-09,0.2
4985,2021-09-09,0.2
5520,2021-09-09,0.4
5644,2021-09-09,0.3
5834,2021-09-09,0.3
7145,2021-09-09,0.9
7150,2021-09-09,0.4
8309,2021-09-09,0.5
8693,2021-09-09,0.4
8873,2021-09-09,0.1
9204,2021-09-09,0.3
11070,2021-09-09,0.4
12181,2021-09-09,0.4
14768,2021-09-09,0.3
14964,2021-09-09,0.5
15117,2021-09-09,0.2
15794,2021-09-09,0.8
16849,2021-09-09,0.3
17080,2021-09-09,0.6
17119,2021-09-09,0.2
19029,2021-09-09,0.9
19403,2021-09-09,0.2
19517,2021-09-09,0.3
19809,2021-09-09,0.9
66,2021-09-10,0.4
603,2021-09-10,0.3
3357,2021-09-10,0.2
3927,2021-09-10,0.2
5069,2021-09-10,0.5
5189,2021-09-10,0.2
5780,2021-09-10,0.3
5794,2021-09-10,0.7
6071,2021-09-10,0.5
8873,2021-09-10,0.3
9631,2021-09-10,0.3
11099,2021-09-10,0.8
11238,2021-09-10,0.3
11693,2021-09-10,0.2
11896,2021-09-10,0.2
11920,2021-09-10,0.2
12027,2021-09-10,0.2
12032,2021-09-10,0.1
12618,2021-09-10,0.3
14012,2021-09-10,0.2
14343,2021-09-10,0.1
15794,2021-09-10,0.9
16025,2021-09-10,0.4
17119,2021-09-10,0.4
18097,2021-09-10,0.4
19029,2021-09-10,0.9
19661,2021-09-10,0.3
19662,2021-09-10,0.3
856,2021-09-11,0.4
958,2021-09-11,0.3
2452,2021-09-11,0.3
2593,2021-09-11,0.8
5696,2021-09-11,0.8
6390,2021-09-11,0.2
8545,2021-09-11,0.3
9160,2021-09-11,0.9
10461,2021-09-11,0.2
10623,2021-09-11,0.2
11247,2021-09-11,0.1
11778,2021-09-11,0.6
12181,2021-09-11,0.4
12398,2021-09-11,0.2
14081,2021-09-11,0.2
14167,2021-09-11,0.3
14352,2021-09-11,0.8
14740,2021-09-11,0.2
15794,2021-09-11,0.9
16145,2021-09-11,0.1
17742,2021-09-11,0.2
19029,2021-09-11,0.9
703,2021-09-12,0.1
2885,2021-09-12,0.2
3419,2021-09-12,0.1
5834,2021-09-12,0.5
5852,2021-09-12,0.6
6126,2021-09-12,0.2
6791,2021-09-12,0.3
6832,2021-09-12,0.3
7219,2021-09-12,0.3
7327,2021-09-12,0.2
8429,2021-09-12,0.2
9190,2021-09-12,0.3
9524,2021-09-12,0.1
11998,2021-09-12,0.3
12027,2021-09-12,0.3
12398,2021-09-12,0.3
12548,2021-09-12,0.3
12748,2021-09-12,0.6
13687,2021-09-12,0.3
14012,2021-09-12,0.3
14647,2021-09-12,0.5
15164,2021-09-12,0.2
16345,2021-09-12,0.2
17394,2021-09-12,0.4
18292,2021-09-12,0.3
18761,2021-09-12,0.4
18974,2021-09-12,0.2
19349,2021-09-12,0.1
19370,2021-09-12,0.3
446,2021-09-13,0.3
1493,2021-09-13,0.4
2147,2021-09-13,0.2
2349,2021-09-13,0.3
2452,2021-09-13,0.3
3680,2021-09-13,0.2
4085,2021-09-13,0.8
4736,2021-09-13,0.4
6313,2021-09-13,0.5
6735,2021-09-13,0.8
7145,2021-09-13,0.9
7210,2021-09-13,0.5
7346,2021-09-13,0.6
8796,2021-09-13,0.2
9160,2021-09-13,0.9
10668,2021-09-13,0.2
11581,2021-09-13,0.4
11952,2021-09-13,0.3
14343,2021-09-13,0.2
15386,2021-09-13,0.4
15919,2021-09-13,0.3
19029,2021-09-13,0.9
1957,2021-09-14,0.1
2584,2021-09-14,0.5
2837,2021-09-14,0.3
4178,2021-09-14,0.3
4271,2021-09-14,0.3
6144,2021-09-14,0.3
7057,2021-09-14,0.3
9160,2021-09-14,0.9
10018,2021-09-14,0.1
10506,2021-09-14,0.2
12833,2021-09-14,0.3
14380,2021-09-14,0.2
15794,2021-09-14,0.9
17485,2021-09-14,0.3
19029,2021-09-14,0.9
19531,2021-09-14,0.2
1788,2021-09-15,0.3
2201,2021-09-15,0.5
2332,2021-09-15,0.4
3357,2021-09-15,0.3
3927,2021-09-15,0.3
4772,2021-09-15,0.6
5443,2021-09-15,0.3
7145,2021-09-15,0.9
7210,2021-09-15,0.6
8327,2021-09-15,0.4
8825,2021-09-15,0.2
10004,2021-09-15,0.7
10394,2021-09-15,0.4
10396,2021-09-15,0.2
10527,2021-09-15,0.3
10550,2021-09-15,0.0
10834,2021-09-15,0.2
13228,2021-09-15,0.3
14058,2021-09-15,0.6
16033,2021-09-15,0.6
16761,2021-09-15,0.3
16881,2021-09-15,0.6
17907,2021-09-15,0.5
18974,2021-09-15,0.3
19029,2021-09-15,0.9
19753,2021-09-15,0.2
19843,2021-09-15,0.3
185,2021-09-16,0.4
624,2021-09-16,0.6
1132,2021-09-16,0.3
1303,2021-09-16,0.4
3009,2021-09-16,0.3
3929,2021-09-16,0.4
4329,2021-09-16,0.3
4648,2021-09-16,0.4
5676,2021-09-16,0.3
5795,2021-09-16,0.4
6035,2021-09-16,0.9
6835,2021-09-16,0.4
7014,2021-09-16,0.4
8783,2021-09-16,0.5
9008,2021-09-16,0.7
9542,2021-09-16,0.3
9621,2021-09-16,0.4
10417,2021-09-16,0.5
10550,2021-09-16,0.5
12027,2021-09-16,0.5
12032,2021-09-16,0.4
12051,2021-09-16,0.3
12104,2021-09-16,0.3
12947,2021-09-16,0.4
12986,2021-09-16,0.4
14120,2021-09-16,0.7
14738,2021-09-16,0.3
15159,2021-09-16,0.4
15323,2021-09-16,0.5
15386,2021-09-16,0.4
15529,2021-09-16,0.3
15872,2021-09-16,0.4
16718,2021-09-16,0.4
16849,2021-09-16,0.4
16959,2021-09-16,0.4
17626,2021-09-16,0.4
18433,2021-09-16,0.4
18478,2021-09-16,0.5
18892,2021-09-16,0.8
19255,2021-09-16,0.6
19780,2021-09-16,0.3
19895,2021-09-16,0.5
446,2021-09-17,0.3
1701,2021-09-17,0.3
3023,2021-09-17,0.7
3870,2021-09-17,0.3
4173,2021-09-17,0.3
5865,2021-09-17,0.5
10061,2021-09-17,0.1
10668,2021-09-17,0.3
10834,2021-09-17,0.4
11952,2021-09-17,0.3
13616,2021-09-17,0.3
14286,2021-09-17,0.4
14446,2021-09-17,0.4
14883,2021-09-17,0.3
15016,2021-09-17,0.6
15353,2021-09-17,0.8
15902,2021-09-17,0.3
16885,2021-09-17,0.9
18645,2021-09-17,0.3
19902,2021-09-17,0.5
135,2021-09-18,0.4
484,2021-09-18,0.9
1617,2021-09-18,0.3
1957,2021-09-18,0.4
3349,2021-09-18,0.8
3525,2021-09-18,0.2
3750,2021-09-18,0.3
4374,2021-09-18,0.3
4658,2021-09-18,0.2
5606,2021-09-18,0.8
6071,2021-09-18,0.7
6775,2021-09-18,0.3
7007,2021-09-18,0.3
7168,2021-09-18,0.1
9671,2021-09-18,0.3
10018,2021-09-18,0.2
10438,2021-09-18,0.2
10486,2021-09-18,0.2
12390,2021-09-18,0.4
13283,2021-09-18,0.3
13616,2021-09-18,0.3
15172,2021-09-18,0.5
15693,2021-09-18,0.3
15794,2021-09-18,0.9
15848,2021-09-18,0.6
15953,2021-09-18,0.2
16062,2021-09-18,0.2
16705,2021-09-18,0.3
18291,2021-09-18,0.3
18409,2021-09-18,0.3
18563,2021-09-18,0.3
19029,2021-09-18,0.9
1533,2021-09-19,0.3
4584,2021-09-19,0.3
4658,2021-09-19,0.2
5599,2021-09-19,0.2
6940,2021-09-19,0.2
7341,2021-09-19,0.6
8577,2021-09-19,0.2
9160,2021-09-19,0.9
10061,2021-09-19,0.5
10599,2021-09-19,0.2
15237,2021-09-19,0.3
15794,2021-09-19,0.9
17907,2021-09-19,66.2
17909,2021-09-19,0.5
18433,2021-09-19,0.3
18974,2021-09-19,343.6
19892,2021-09-19,0.3
3150,2021-09-20,0.9
4117,2021-09-20,0.6
5212,2021-09-20,0.2
6702,2021-09-20,0.1
9713,2021-09-20,0.3
10328,2021-09-20,0.4
11526,2021-09-20,0.1
12144,2021-09-20,0.1
13998,2021-09-20,0.2
15790,2021-09-20,0.1
15794,2021-09-20,0.9
16586,2021-09-20,0.3
19026,2021-09-20,0.2
2323,2021-09-21,0.1
2505,2021-09-21,0.1
2810,2021-09-21,0.2
3045,2021-09-21,0.2
3150,2021-09-21,0.9
3176,2021-09-21,0.0
5443,2021-09-21,0.3
5742,2021-09-21,0.3
5848,2021-09-21,0.1
7168,2021-09-21,0.2
7336,2021-09-21,0.1
9160,2021-09-21,0.9
10599,2021-09-21,0.1
11221,2021-09-21,0.1
11733,2021-09-21,0.1
11829,2021-09-21,0.3
12660,2021-09-21,0.1
12853,2021-09-21,0.2
13922,2021-09-21,0.0
13998,2021-09-21,0.3
14343,2021-09-21,0.2
14571,2021-09-21,0.1
15794,2021-09-21,0.9
16025,2021-09-21,0.1
16790,2021-09-21,0.1
16959,2021-09-21,0.3
17643,2021-09-21,0.2
17809,2021-09-21,0.1
550,2021-09-22,0.1
688,2021-09-22,0.1
747,2021-09-22,0.1
2295,2021-09-22,0.2
2324,2021-09-22,0.0
2332,2021-09-22,0.1
3112,2021-09-22,0.1
3404,2021-09-22,0.1
3989,2021-09-22,0.3
4491,2021-09-22,0.2
4986,2021-09-22,0.5
5848,2021-09-22,0.2
6940,2021-09-22,0.1
7145,2021-09-22,0.9
7545,2021-09-22,0.1
7852,2021-09-22,0.1
8025,2021-09-22,0.0
9160,2021-09-22,0.8
9720,2021-09-22,0.0
11526,2021-09-22,0.0
11569,2021-09-22,0.1
12410,2021-09-22,0.0
12999,2021-09-22,0.2
13147,2021-09-22,0.1
13613,2021-09-22,0.0
15089,2021-09-22,0.0
15410,2021-09-22,0.1
15511,2021-09-22,0.8
15794,2021-09-22,0.9
16407,2021-09-22,0.2
17867,2021-09-22,0.0
18079,2021-09-22,0.1
18785,2021-09-22,0.5
19024,2021-09-22,0.1
19918,2021-09-22,0.0
355,2021-09-23,0.1
509,2021-09-23,0.2
1038,2021-09-23,0.2
1942,2021-09-23,0.1
2803,2021-09-23,0.1
6670,2021-09-23,0.1
6702,2021-09-23,0.2
6852,2021-09-23,0.5
8906,2021-09-23,0.1
9160,2021-09-23,0.8
9560,2021-09-23,0.1
11909,2021-09-23,0.1
12144,2021-09-23,0.1
12843,2021-09-23,0.1
12869,2021-09-23,0.3
13751,2021-09-23,0.1
15173,2021-09-23,0.1
15847,2021-09-23,0.1
16025,2021-09-23,0.1
16140,2021-09-23,0.4
16812,2021-09-23,0.1
16933,2021-09-23,9.2
18079,2021-09-23,0.1
18291,2021-09-23,0.1
18957,2021-09-23,0.1
19433,2021-09-23,0.1
19857,2021-09-23,0.1
355,2021-09-24,0.2
699,2021-09-24,0.2
858,2021-09-24,0.1
2324,2021-09-24,0.2
3045,2021-09-24,0.1
3112,2021-09-24,0.2
3150,2021-09-24,0.8
3381,2021-09-24,0.2
4986,2021-09-24,0.1
5263,2021-09-24,0.3
6143,2021-09-24,0.5
7280,2021-09-24,0.3
7939,2021-09-24,0.3
8779,2021-09-24,0.8
8797,2021-09-24,0.0
8812,2021-09-24,0.3
9204,2021-09-24,0.3
10921,2021-09-24,0.2
10939,2021-09-24,0.2
